0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
Prijs,€ 250.000,Adres,"Moorselbaan 92, 9300 Aalst",Type,Woning (Huis),Woonopp.,op aanvraag »,Grondopp.,90 m²,Slaapkamers,4,Badkamers,1,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,220 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 475,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/aalst-9300/te-koop/huis/KIDIO,Days: 322,,,,,,,,
Prijs,€ 349.000,Adres,"Werf 6, 9300 Aalst",Type,Appartement,Woonopp.,166 m²,Slaapkamers,3,Badkamers,2,Tuin,Z,Bouwjaar,1956,EPC,197 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/aalst-9300/te-koop/appartement/KIDE9,Days: 262,,,,,,,,,,,,,,
Prijs,€ 329.000,Adres,"Schoolstraat 70, 9320 Nieuwerkerken",Type,Woning (Huis),Woonopp.,140 m²,Grondopp.,231 m²,Slaapkamers,3,Badkamers,1,Bebouwing,op aanvraag »,Bouwjaar,op aanvraag »,EPC,268 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 436,https://www.zimmo.be/nl/nieuwerkerken-9320/te-koop/huis/KID25,Days: 307,,,,,,,,,,
Prijs,€ 132.000,Adres,"Brouwerijstraat 2, 9300 Aalst",Type,Project,Woonopp.,vanaf 88 m²,Grondopp.,vanaf 88 m²,Slaapkamers,op aanvraag »,Bouwjaar,2021,EPC,Bekijk info,https://www.zimmo.be/nl/aalst-9300/te-koop/nieuwbouwproject/10048MM,Days: 426,,,,,,,,,,,,,,,,,,
Prijs,€ 998.000,Adres,"Gentsesteenweg 338, 9300 Aalst",Type,Commercieel Gebouw (Bedrijfsvastgoed),Woonopp.,442 m²,Grondopp.,1.127 m²,Handelsopp.,op aanvraag »,Badkamers,1,Garages,1,Bebouwing,open,Bouwjaar,1974,EPC,180 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.663,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/aalst-9300/te-koop/bedrijfsvastgoed/KICKE,Days: 37,,,,,,
Prijs,€ 998.000,Adres,"Gentsesteenweg 338, 9300 Aalst",Type,Villa (Huis),Woonopp.,442 m²,Grondopp.,1.127 m²,Slaapkamers,5,Badkamers,1,Garages,1,Tuin,Z,Bebouwing,open,Bouwjaar,1974,EPC,180 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.663,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/aalst-9300/te-koop/huis/KICK4,Days: 253,,,,
Prijs,€ 139.000,Adres,"Ouden Dendermondse Steenweg 141, 9300 Aalst",Type,Bouwgrond (Grond),Grondopp.,289 m²,EPC,0 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/aalst-9300/te-koop/grond/KICHY,Days: 81,,,,,,,,,,,,,,,,,,,,,,
Prijs,€ 224.900,Adres,"Moorselbaan 171, 9300 Aalst",Type,Handelspand (Bedrijfsvastgoed),Woonopp.,130 m²,Grondopp.,60 m²,Handelsopp.,op aanvraag »,Badkamers,2,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,453 kWh/m²,Renovatieplicht,Van toepassing,KI,€ 562,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/aalst-9300/te-koop/bedrijfsvastgoed/KICEG,Days: 24,,,,,,,,
Prijs,€ 224.900,Adres,"Moorselbaan 171, 9300 Aalst",Type,Woning (Huis),Woonopp.,130 m²,Grondopp.,60 m²,Slaapkamers,1,Badkamers,2,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,453 kWh/m²,Renovatieplicht,Van toepassing,KI,€ 562,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/aalst-9300/te-koop/huis/KICEF,Days: 149,,,,,,,,
Prijs,€ 639.000,Adres,"Kerselaarstraat 2, 9300 Aalst",Type,Villa (Huis),Woonopp.,265 m²,Grondopp.,806 m²,Slaapkamers,4,Badkamers,2,Garages,1,Tuin,Z,Bebouwing,open,Bouwjaar,1966,EPC,161 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.474,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/aalst-9300/te-koop/huis/KIC7G,Days: 327,,,,
