0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Prijs,€ 975.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Gemengd gebruik (Huis),Woonopp.,400 m²,Grondopp.,op aanvraag »,Slaapkamers,4,Badkamers,3,Bebouwing,gesloten,Bouwjaar,1890,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,onmiddellijk,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KH4S0,Days: 101,,,
Prijs,€ 660.000,Adres,"Straat niet gekend,",1040 Etterbeek,Type,Appartement,Woonopp.,108 m²,Slaapkamers,2,Badkamers,2,Garages,1,Bouwjaar,2017,EPC,69 kWh/m²,Energieklasse,KI,€ 1.409,https://www.zimmo.be/nl/etterbeek-1040/te-koop/appartement/KH4N5,Days: 57,,,,,,,,
Prijs,€ 2.850.000,Adres,"Straat niet gekend,",1050 Elsene,Type,Herenwoning (Huis),Woonopp.,890 m²,Grondopp.,300 m²,Slaapkamers,5,Badkamers,5,Garages,2,Bebouwing,gesloten,Bouwjaar,1930,EPC,190 kWh/m²,Energieklasse,KI,€ 4.449,Vrij op,01/09/2022,https://www.zimmo.be/nl/elsene-1050/te-koop/huis/KH550,Days: 160,,
Prijs,€ 895.000,Adres,"Voorlopig Bewindstraat 3 / 4D4, 1000 Brussel",Type,Penthouse (Appartement),Woonopp.,240 m²,Slaapkamers,3,Badkamers,2,Bouwjaar,2007,EPC,153 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KH47W,Days: 157,,,,,,,,,,,
Prijs,€ 730.000,Adres,"Straat niet gekend,",1020 Laken,Type,Herenwoning (Huis),Woonopp.,231 m²,Grondopp.,200 m²,Slaapkamers,5,Badkamers,2,Garages,2,Bebouwing,gesloten,Bouwjaar,1925,EPC,388 kWh/m²,Energieklasse,Vrij op,01/07/2023,https://www.zimmo.be/nl/laken-1020/te-koop/huis/KH42X,Days: 320,,,,
Prijs,€ 420.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,98 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,1770,EPC,412 kWh/m²,Energieklasse,Vrij op,onmiddellijk,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KG1X1,Days: 127,,,,,,,,,,
Prijs,€ 249.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Burelencomplex (Bedrijfsvastgoed),Woonopp.,140 m²,Grondopp.,op aanvraag »,Handelsopp.,op aanvraag »,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,In aanvraag,Energieklasse,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KH3UP,Days: 72,,,,,,,,,
Prijs,€ 435.000,Adres,"Place du Jardin aux Fleurs, 1000 Brussel",Type,Appartement,Woonopp.,105 m²,Slaapkamers,2,Badkamers,2,Bouwjaar,2012,EPC,138 kWh/m²,Energieklasse,KI,€ 880,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KH41W,Days: 305,,,,,,,,,
Prijs,€ 265.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio (Appartement),Woonopp.,49 m²,Slaapkamers,op aanvraag »,Bouwjaar,op aanvraag »,EPC,177 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KH3UH,Days: 173,,,,,,,,,,,,,,
Prijs,€ 220.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,46 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,1957,EPC,661 kWh/m²,Energieklasse,Vrij op,31/08/2023,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KH3F5,Days: 227,,,,,,,,,,
Prijs,€ 1.690.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Penthouse (Appartement),Woonopp.,306 m²,Slaapkamers,4,Badkamers,2,Garages,3,Bouwjaar,1930,EPC,202 kWh/m²,Energieklasse,KI,€ 4.912,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KH30Q,Days: 234,,,,,,,,
Prijs,€ 2.990.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Woning (Huis),Woonopp.,462 m²,Grondopp.,462 m²,Slaapkamers,5,Bebouwing,op aanvraag »,Bouwjaar,1937,EPC,491 kWh/m²,Energieklasse,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KF2LE,Days: 207,,,,,,,,
Prijs,€ 125.000,Adres,"Dieudonné Lefèvrestraat 219, 1020 Laken",Type,Appartement,Woonopp.,59 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,1967,EPC,393 kWh/m²,Energieklasse,KI,€ 894,https://www.zimmo.be/nl/laken-1020/te-koop/appartement/KH1UI,Days: 1223,,,,,,,,,,,
Prijs,€ 45.000,Adres,"Land van Luikstraatje 5-17, 1000 Brussel",Type,Garage,Garages,1,Bebouwing,op aanvraag »,Bouwjaar,2023,EPC,In aanvraag,Vrij op,01/07/2023,https://www.zimmo.be/nl/brussel-1000/te-koop/garage/KH1C7,Days: 57,,,,,,,,,,,,,,
Prijs,€ 450.000,Adres,"Middelweg 109-111 / 3.2, 1130 Haren",Type,Penthouse (Appartement),Woonopp.,148 m²,Slaapkamers,3,Badkamers,2,Garages,21,Bouwjaar,2020,EPC,82 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/haren-1130/te-koop/appartement/KH196,Days: 88,,,,,,,,,
Prijs,€ 395.000,Adres,"Emile De Motlaan 19 / A02, 1000 Brussel",Type,Studio met slaaphoek (Appartement),Woonopp.,"48,70 m²",Slaapkamers,op aanvraag »,Badkamers,1,Bouwjaar,2023,EPC,75 kWh/m²,Energieklasse,Vrij op,01/08/2025,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KH198,Days: 74,,,,,,,,,,,
Prijs,€ 206.000,Adres,"Emancipatiestraat, 1020 Laken",Type,Kelder garage (Garage),Bebouwing,op aanvraag »,Bouwjaar,2020,EPC,In aanvraag,Vrij op,01/01/2000,https://www.zimmo.be/nl/laken-1020/te-koop/garage/KH18L,Days: 28,,,,,,,,,,,,,,,,
Prijs,€ 20.600,Adres,"Emancipatiestraat, 1020 Laken",Type,Kelder garage (Garage),Bebouwing,op aanvraag »,Bouwjaar,2020,EPC,In aanvraag,Vrij op,11/08/2023,https://www.zimmo.be/nl/laken-1020/te-koop/garage/KH18U,Days: 36,,,,,,,,,,,,,,,,
Prijs,€ 140.000,Adres,"Helihavenlaan 42, 1000 Brussel",Type,Kot-Kamer,Woonopp.,23 m²,Badkamers,1,Bouwjaar,2018,EPC,In aanvraag,Energieklasse,In aanvraag,KI,€ 406,Vrij op,overeen te komen,https://www.zimmo.be/nl/brussel-1000/te-koop/kot-kamer/KH16G,Days: 111,,,,,,,,,,
Prijs,€ 1.490.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,284 m²,Slaapkamers,3,Badkamers,2,Bouwjaar,op aanvraag »,EPC,196 kWh/m²,Energieklasse,Vrij op,15/06/2016,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KGWJ4,Days: 79,,,,,,,,,,
Prijs,€ 140.000,Adres,"Helihavenlaan 42, 1000 Brussel",Type,Kot-Kamer,Woonopp.,23 m²,Badkamers,1,Garages,1,Bouwjaar,2018,EPC,In aanvraag,Energieklasse,In aanvraag,KI,€ 406,Vrij op,overeen te komen,https://www.zimmo.be/nl/brussel-1000/te-koop/kot-kamer/KH16H,Days: 65,,,,,,,,
Prijs,€ 985.000,Adres,"Middelweg 23, 1130 Haren",Type,Woning (Huis),Woonopp.,450 m²,Grondopp.,352 m²,Slaapkamers,10,Badkamers,5,Garages,4,Bebouwing,halfopen,Bouwjaar,1945,EPC,754 kWh/m²,Energieklasse,KI,€ 3.658,https://www.zimmo.be/nl/haren-1130/te-koop/huis/KGWE1,Days: 147,,,,,
Prijs,€ 310.000,Adres,"Steenbakkerijstraat 44-46, 1020 Laken",Type,Appartement,Woonopp.,94 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,2023,EPC,75 kWh/m²,Energieklasse,KI,€ 1.600,https://www.zimmo.be/nl/laken-1020/te-koop/appartement/KGVVY,Days: 44,,,,,,,,,,,
Prijs,€ 340.000,Adres,"Steenbakkerijstraat 44-46, 1020 Laken",Type,Appartement,Woonopp.,116 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,2023,EPC,75 kWh/m²,Energieklasse,KI,€ 1.750,https://www.zimmo.be/nl/laken-1020/te-koop/appartement/KGVVZ,Days: 21,,,,,,,,,,,
Prijs,€ 1.250.000,Adres,"Rue Jules Van Praet - Jules Van Praetstraat 38, 1000 Brussel",Type,Commercieel Gebouw (Bedrijfsvastgoed),Woonopp.,175 m²,Grondopp.,"45,85 m²",Handelsopp.,op aanvraag »,Bebouwing,gesloten,Bouwjaar,2015,EPC,195 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KGTZ5,Days: 62,,,,,,,,,,,
Prijs,€ 430.000,Adres,"Vleurgatsesteenweg 35, 1050 Elsene",Type,Appartement,Woonopp.,120 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,1940,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,20/02/2023,https://www.zimmo.be/nl/elsene-1050/te-koop/appartement/KGSBQ,Days: 226,,,,,,,,,,
Prijs,€ 380.000,Adres,"Place Jean Jacobs 6 / 5.5, 1000 Brussel",Type,Appartement,Woonopp.,62 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2017,EPC,76 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KGTRH,Days: 251,,,,,,,,,,,
Prijs,€ 1.449.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Gemengd gebruik (Huis),Woonopp.,op aanvraag »,Grondopp.,op aanvraag »,Slaapkamers,9,Badkamers,6,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,In aanvraag,Energieklasse,Vrij op,overeen te komen,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KGS9T,Days: 124,,,,,,
Prijs,€ 295.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,94 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,op aanvraag »,EPC,323 kWh/m²,Energieklasse,KI,€ 646,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KGROV,Days: 312,,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1050 Elsene,Type,Herenwoning (Huis),Woonopp.,1.077 m²,Grondopp.,op aanvraag »,Slaapkamers,6,Badkamers,7,Garages,1,Bebouwing,halfopen,Bouwjaar,op aanvraag »,EPC,In aanvraag,Energieklasse,KI,€ 7.437,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/elsene-1050/te-koop/huis/KGQTK,Days: 669,,
Prijs,€ 1.850.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Penthouse (Appartement),Woonopp.,525 m²,Slaapkamers,4,Badkamers,4,Garages,1,Bouwjaar,1970,EPC,71 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KGQUP,Days: 356,,,,,,,,
Prijs,€ 239.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,65 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,1920,EPC,716 kWh/m²,Energieklasse,KI,€ 485,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KGOUK,Days: 504,,,,,,,,,,
Prijs,€ 1.490.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Uitzonderlijke woning (Huis),Woonopp.,402 m²,Grondopp.,145 m²,Slaapkamers,8,Badkamers,3,Garages,1,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KGOQ2,Days: 230,,,
Prijs,€ 749.000,Adres,"Straat niet gekend,",1020 Laken,Type,Woning (Huis),Woonopp.,240 m²,Grondopp.,op aanvraag »,Slaapkamers,4,Badkamers,3,Garages,1,Bebouwing,halfopen,Bouwjaar,1996,EPC,188 kWh/m²,Energieklasse,Vrij op,onmiddellijk,https://www.zimmo.be/nl/laken-1020/te-koop/huis/KGOTD,Days: 398,,,,
Prijs,€ 195.000,Adres,"av.carton de wiart 96 96, 1000 Jette",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,2,Bouwjaar,1954,EPC,387 kWh/m²,Energieklasse,KI,€ 375,https://www.zimmo.be/nl/jette-1000/te-koop/appartement/KGOOX,Days: 1041,,,,,,,,,,,,,
Prijs,€ 165.000,Adres,"Kreupelenstraat 17 / B, 1000 Brussel",Type,Kot-Kamer,Woonopp.,25 m²,Bouwjaar,2014,EPC,In aanvraag,Energieklasse,In aanvraag,KI,€ 441,Vrij op,bij akte na betaling,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/brussel-1000/te-koop/kot-kamer/KGNP4,Days: 112,,,,,,,,,,
Prijs,€ 175.000,Adres,"Kreupelenstraat 17 / A, 1000 Brussel",Type,Kot-Kamer,Woonopp.,25 m²,Bouwjaar,2014,EPC,In aanvraag,Energieklasse,In aanvraag,KI,€ 441,Vrij op,bij akte na betaling,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/brussel-1000/te-koop/kot-kamer/KGNP3,Days: 81,,,,,,,,,,
Prijs,€ 1.490.000,Adres,"Van Moerstraat 12, 1000 Brussel",Type,Herenwoning (Huis),Woonopp.,402 m²,Grondopp.,op aanvraag »,Slaapkamers,8,Badkamers,3,Garages,1,Bebouwing,gesloten,Bouwjaar,1894,EPC,595 kWh/m²,Energieklasse,KI,€ 2.979,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KGLDS,Days: 244,,,,,
Prijs,€ 390.000,Adres,"Jozef II Straat 106, 1000 Brussel",Type,Appartement,Woonopp.,90 m²,Slaapkamers,2,Bouwjaar,2004,EPC,164 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KGL95,Days: 148,,,,,,,,,,,,,,,
Prijs,€ 139.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,25 m²,Slaapkamers,1,Bouwjaar,op aanvraag »,EPC,299 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KGJCC,Days: 529,,,,,,,,,,,,,,
Prijs,€ 350.000,Adres,"Helihavenlaan 57, 1030 Schaarbeek",Type,Appartement,Woonopp.,134 m²,Slaapkamers,3,Badkamers,2,Bouwjaar,2012,EPC,107 kWh/m²,Energieklasse,Vrij op,overeen te komen,https://www.zimmo.be/nl/schaarbeek-1030/te-koop/appartement/KGL5U,Days: 383,,,,,,,,,,,
Prijs,€ 570.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,116 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,2005,EPC,135 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KGL3G,Days: 111,,,,,,,,,,,,
Prijs,€ 3.200.000,Adres,"16 RUE DE NAMUR, 1050 Elsene",Type,Commercieel Gebouw (Bedrijfsvastgoed),Woonopp.,1.350 m²,Grondopp.,op aanvraag »,Handelsopp.,op aanvraag »,Bebouwing,gesloten,Bouwjaar,1900,EPC,434 kWh/m²,Energieklasse,KI,€ 13.401,Vrij op,onmiddellijk,https://www.zimmo.be/nl/elsene-1050/te-koop/bedrijfsvastgoed/KEEX9,Days: 70,,,,,,,
Prijs,€ 260.000,Adres,"Avenue des Croix de Guerre 249, 1120 Neder-over-Heembeek",Type,Appartement,Woonopp.,100 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,1966,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/neder-over-heembeek-1120/te-koop/appartement/KGJK7,Days: 334,,,,,,,,,,
Prijs,€ 310.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,94 m²,Slaapkamers,2,Badkamers,1,Tuin,ZO,Bouwjaar,1949,EPC,404 kWh/m²,Energieklasse,KI,€ 1.055,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KGJ0G,Days: 341,,,,,,,,
Prijs,€ 185.000,Adres,"Vanderstichelenstraat 1A, 1080 Sint-Jans-Molenbeek",Type,Appartement,Woonopp.,65 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,845 kWh/m²,Energieklasse,KI,€ 355,https://www.zimmo.be/nl/sint-jans-molenbeek-1080/te-koop/appartement/KGH20,Days: 342,,,,,,,,,,,
Prijs,€ 21.000,Adres,"RUE ARCHIMEDE 93, 1000 Brussel",Type,Staanplaats (Garage),Bebouwing,op aanvraag »,Bouwjaar,op aanvraag »,EPC,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/garage/KGH14,Days: 114,,,,,,,,,,,,,,,,,,
Prijs,€ 1.995.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,550 m²,Slaapkamers,5,Badkamers,5,Garages,4,Bouwjaar,1894,EPC,143 kWh/m²,Energieklasse,KI,€ 8.531,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KGGZK,Days: 172,,,,,,
Prijs,€ 550.000,Adres,"Straat niet gekend,",1020 Laken,Type,Woning (Huis),Woonopp.,235 m²,Grondopp.,130 m²,Slaapkamers,4,Badkamers,2,Bebouwing,halfopen,Bouwjaar,op aanvraag »,EPC,1034 kWh/m²,Energieklasse,Vrij op,01/09/2023,https://www.zimmo.be/nl/laken-1020/te-koop/huis/KGGBI,Days: 622,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Rue De L'écuyer - Schildknaapsstraat, 1000 Brussel",Type,Commercieel Gebouw (Bedrijfsvastgoed),Woonopp.,650 m²,Grondopp.,op aanvraag »,Handelsopp.,op aanvraag »,Bebouwing,op aanvraag »,Bouwjaar,op aanvraag »,EPC,In aanvraag,Energieklasse,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KGG6P,Days: 124,,,,,,,,,,
Prijs,€ 1.537.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,160 m²,Slaapkamers,2,Badkamers,2,Garages,1,Bouwjaar,2018,EPC,75 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KGDZ4,Days: 64,,,,,,,,
Prijs,€ 140.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,30 m²,Slaapkamers,op aanvraag »,Bouwjaar,op aanvraag »,EPC,226 kWh/m²,Energieklasse,KI,€ 534,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KGFM4,Days: 800,,,,,,,,,,
Prijs,€ 1.537.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,160 m²,Slaapkamers,2,Badkamers,2,Garages,1,Bouwjaar,2018,EPC,75 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KGE23,Days: 95,,,,,,
Prijs,€ 1.275.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Herenwoning (Huis),Woonopp.,356 m²,Grondopp.,op aanvraag »,Slaapkamers,6,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,259 kWh/m²,Energieklasse,Vrij op,overeen te komen,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KGF7M,Days: 186,,,,,,,,
Prijs,€ 849.000,Adres,"Avenue des Croix du Feu 203, 1020 Laken",Type,Woning (Huis),Woonopp.,300 m²,Grondopp.,185 m²,Slaapkamers,6,Badkamers,4,Garages,1,Bebouwing,gesloten,Bouwjaar,1937,EPC,161 kWh/m²,Energieklasse,Vrij op,01/09/2023,https://www.zimmo.be/nl/laken-1020/te-koop/huis/KGD76,Days: 233,,,,,
Prijs,€ 530.000,Adres,"Uruguaylaan 4, 1000 Brussel",Type,Appartement,Woonopp.,96 m²,Slaapkamers,2,Badkamers,2,Garages,120,Bouwjaar,2013,EPC,71 kWh/m²,Energieklasse,KI,€ 2.075,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KGD5F,Days: 122,,,,,,,,,
Prijs,€ 995.000,Adres,"Straat niet gekend,",1120 Neder-over-Heembeek,Type,Uitzonderlijke woning (Huis),Woonopp.,364 m²,Grondopp.,319 m²,Slaapkamers,6,Badkamers,1,Garages,1,Bebouwing,gesloten,Bouwjaar,1983,EPC,319 kWh/m²,Energieklasse,KI,€ 2.664,https://www.zimmo.be/nl/neder-over-heembeek-1120/te-koop/huis/KGCJM,Days: 106,,,,
Prijs,€ 1.995.000,Adres,"83 Rue Royale, 1000 Brussel",Type,Appartement,Woonopp.,550 m²,Slaapkamers,4,Bouwjaar,op aanvraag »,EPC,143 kWh/m²,Energieklasse,KI,€ 8.531,Vrij op,onmiddellijk,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEEVT,Days: 48,,,,,,,,,,,
Prijs,€ 325.000,Adres,"Straat niet gekend,",1020 Laken,Type,Appartement,Woonopp.,115 m²,Slaapkamers,2,Badkamers,1,Garages,1,Bouwjaar,1956,EPC,194 kWh/m²,Energieklasse,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/laken-1020/te-koop/appartement/KGCER,Days: 178,,,,,,,,
Prijs,€ 349.000,Adres,"Picardstraat 22 / 4, 1000 Brussel",Type,Appartement,Woonopp.,135 m²,Slaapkamers,3,Badkamers,2,Bouwjaar,2011,EPC,237 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KGCC1,Days: 361,,,,,,,,,,,,,
Prijs,€ 159.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio (Appartement),Woonopp.,65 m²,Slaapkamers,op aanvraag »,Badkamers,1,Bouwjaar,1962,EPC,312 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KGBF6,Days: 674,,,,,,,,,,,,
Prijs,€ 425.000,Adres,"Maria-Christinastraat 124, 1020 Laken",Type,Gemengd gebruik (Huis),Woonopp.,220 m²,Grondopp.,80 m²,Slaapkamers,2,Badkamers,2,Bebouwing,gesloten,Bouwjaar,1920,EPC,190 kWh/m²,Energieklasse,KI,€ 2.126,Vrij op,bij akte na betaling,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/laken-1020/te-koop/huis/KGBYJ,Days: 270,,,
Prijs,€ 275.000,Adres,"Rue Alfons Demunter 8, 1070 Anderlecht",Type,Appartement,Woonopp.,86 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,213 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/anderlecht-1070/te-koop/appartement/KGBGX,Days: 350,,,,,,,,,,,
Prijs,€ 395.000,Adres,"Werfkaai 7 / 4.5, 1000 Brussel",Type,Appartement,Woonopp.,65 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2010,EPC,106 kWh/m²,Energieklasse,KI,€ 1.097,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KG9EE,Days: 112,,,,,,,,,,,
Prijs,€ 225.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,72 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,2011,EPC,191 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KG9FA,Days: 931,,,,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,26 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,02/09/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KG8CW,Days: 129,,,,,,,,,
Prijs,€ 135.000,Adres,"Rue du Commerce 74, 1000 Brussel",Type,Kelder garage (Garage),Bebouwing,op aanvraag »,Bouwjaar,op aanvraag »,EPC,In aanvraag,Vrij op,overeen te komen,https://www.zimmo.be/nl/brussel-1000/te-koop/garage/KG9DJ,Days: 108,,,,,,,,,,,,,,,,
Prijs,€ 489.000,Adres,"Straat niet gekend,",1130 Haren,Type,Woning (Huis),Woonopp.,185 m²,Grondopp.,op aanvraag »,Slaapkamers,4,Badkamers,2,Garages,1,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,In aanvraag,Energieklasse,In aanvraag,https://www.zimmo.be/nl/haren-1130/te-koop/huis/KG7LZ,Days: 402,,,,,
Prijs,€ 995.000,Adres,"Straat niet gekend,",1120 Neder-over-Heembeek,Type,Gemengd gebruik (Huis),Woonopp.,364 m²,Grondopp.,319 m²,Slaapkamers,6,Badkamers,1,Garages,1,Bebouwing,gesloten,Bouwjaar,1983,EPC,319 kWh/m²,Energieklasse,KI,€ 2.664,https://www.zimmo.be/nl/neder-over-heembeek-1120/te-koop/huis/KG83D,Days: 91,,,,
Prijs,€ 408.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,"56,80 m²",Slaapkamers,1,Badkamers,1,Garages,27,Bouwjaar,2024,EPC,In aanvraag,Energieklasse,Vrij op,01/12/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KG7GM,Days: 64,,,,,,,,
Prijs,€ 418.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,"56,80 m²",Slaapkamers,1,Badkamers,1,Garages,30,Bouwjaar,2025,EPC,In aanvraag,Energieklasse,Vrij op,01/12/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KG7GD,Days: 47,,,,,,,,
Prijs,€ 1.450.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,"199,50 m²",Slaapkamers,3,Badkamers,2,Garages,27,Bouwjaar,2024,EPC,In aanvraag,Energieklasse,Vrij op,01/03/2025,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KG7GQ,Days: 68,,,,,,,,
Prijs,€ 395.000,Adres,"Emile De Motlaan 19, 1000 Brussel",Type,Appartement,Woonopp.,"48,70 m²",Slaapkamers,op aanvraag »,Badkamers,1,Garages,27,Bouwjaar,2024,EPC,In aanvraag,Energieklasse,Vrij op,01/12/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KG7G0,Days: 65,,,,,,,,,
Prijs,€ 816.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,"134,20 m²",Slaapkamers,2,Badkamers,2,Garages,30,Bouwjaar,2024,EPC,In aanvraag,Energieklasse,Vrij op,01/12/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KG7G1,Days: 48,,,,,,,,
Prijs,€ 831.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,"134,20 m²",Slaapkamers,2,Badkamers,2,Garages,1,Bouwjaar,2024,EPC,In aanvraag,Energieklasse,Vrij op,01/12/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KG7GG,Days: 33,,,,,,,,
